x,y,default,region
-19.48383,-6.3866906,0,Punjab
-5.524424,-18.15825,0,Punjab
16.492233,20.044628,1,Karnataka
-1.9921702,-25.402102,0,UP
-8.203483,-10.56323,0,UP
1.1242285,-7.6593466,0,Punjab
-7.3097687,5.631081,0,UP
-17.363855,-0.39209795,0,Maharashtra
1.2476853,25.421688,0,AP
-4.699945,-9.721048,0,UP
0.9205252,-7.1275353,0,UP
17.894066,31.185043,0,AP
-13.891649,-15.2799425,0,UP
2.2489538,10.787738,0,AP
-3.9342754,-8.209556,0,UP
7.670611,24.391163,0,Maharashtra
8.305815,16.735258,0,AP
18.651834,15.648881,0,MP
3.8437932,11.774026,0,WB
12.85722,22.58878,0,MP
9.728348,9.598782,0,Maharashtra
5.237276,7.922028,0,Maharashtra
-0.74185216,-8.700463,0,AP
8.646682,19.547628,0,MP
-1.7328495,16.040888,0,UP
-16.177782,-12.213158,1,Punjab
13.203351,15.612552,0,Maharashtra
10.729199,-7.8626285,0,Karnataka
-2.0960867,17.455938,0,AP
-10.628397,-1.6501886,0,AP
8.842022,-4.2338657,0,UP
-17.338892,-9.290119,0,Maharashtra
9.407456,-2.9783452,0,Karnataka
-2.4903224,-10.160005,0,Punjab
0.5246203,0.92683905,0,MP
8.58322,5.620456,0,Maharashtra
-12.286958,-20.287868,0,Punjab
1.2848834,-13.608706,1,UP
1.394392,6.6044607,0,WB
-2.7521434,-3.3046348,0,Maharashtra
2.2264311,1.0644746,1,Maharashtra
-9.722908,-9.403341,0,AP
-1.3414536,17.104713,0,MP
-0.43485916,-5.7031307,0,AP
-2.2445943,-18.338482,0,WB
10.0265875,19.911419,0,MP
14.434373,11.406874,1,AP
1.8538606,6.8576617,0,UP
-15.194891,5.3944945,0,Punjab
-5.34789,-9.826255,0,Gujarat
-20.097908,-11.639353,0,WB
-2.1128535,13.881399,0,AP
18.591244,15.632709,0,MP
6.4487143,7.0107517,0,Maharashtra
13.46009,18.761318,1,Gujarat
7.6189814,-18.00329,0,Punjab
-0.9211277,-5.2652187,0,AP
15.394626,13.433879,0,Karnataka
-2.1491032,15.22519,0,Gujarat
15.3371935,6.13987,0,MP
-5.909671,-6.7525716,0,AP
-15.013722,-9.292093,0,Punjab
4.8260007,5.9416676,0,Maharashtra
-10.378165,11.3038645,0,Karnataka
-5.175685,6.259925,0,Punjab
9.132415,-9.719994,0,Gujarat
2.6922607,6.597899,0,MP
-2.71047,-5.965223,0,Maharashtra
-0.18061638,19.947887,0,Maharashtra
-12.410182,-13.032548,0,Karnataka
6.133841,18.647366,0,MP
-6.7446613,-6.7757764,0,UP
-9.372279,-16.196777,0,WB
-5.0884094,-0.12949452,0,MP
3.7436268,5.7881784,0,Maharashtra
16.33013,-7.049189,0,Gujarat
-7.0858893,-14.6732645,0,AP
-4.3123817,14.766642,0,Maharashtra
10.512366,0.040470894,0,MP
0.9348765,0.951521,0,UP
-11.001873,1.9690726,0,Karnataka
5.38798,-13.383334,0,Maharashtra
6.853613,15.586979,0,MP
13.700727,-12.738321,0,AP
8.321714,-18.276812,1,WB
5.6253858,-2.7433121,0,Gujarat
-4.3015003,5.6752987,0,Punjab
-17.966827,-11.318322,0,WB
7.5056586,-9.688774,0,Gujarat
-7.310749,-18.786007,0,Punjab
-6.0751038,18.67596,0,Karnataka
9.55704,17.237173,1,AP
-11.992283,-20.754324,0,Punjab
-3.1916788,19.082794,0,Karnataka
-16.292515,7.6993318,1,AP
15.441193,13.212878,0,Gujarat
16.156301,-8.4942875,1,Maharashtra
14.32289,12.818199,0,Maharashtra
-10.672359,-11.209413,0,UP
-0.13421163,14.534184,0,AP
17.883278,16.417755,0,Gujarat
1.1499857,-18.168858,0,Punjab
11.717498,7.956229,1,AP
3.6611366,9.832472,0,AP
-13.825566,-20.533356,0,Punjab
-16.114813,-16.10081,0,WB
5.0059185,13.691813,0,Karnataka
-9.05918,3.8100054,1,Gujarat
-13.383954,-3.17566,0,Punjab
-9.691429,-3.2415416,0,MP
-5.066497,-22.373772,0,Punjab
5.122549,13.189459,0,Maharashtra
-0.52302605,21.502014,0,MP
-1.3024813,-13.07741,0,WB
11.866935,-14.767688,0,Maharashtra
6.4756737,8.559105,0,AP
-14.044819,1.5989527,0,Gujarat
11.830575,20.874868,0,MP
-9.654841,-12.367372,0,UP
-5.635082,-14.239167,1,Punjab
13.762812,15.170136,1,Maharashtra
-6.073835,-3.5963948,0,Maharashtra
4.798152,12.494058,0,AP
-13.649983,9.0762615,0,Punjab
-10.824414,2.1189365,0,Karnataka
16.72487,13.858289,0,Maharashtra
13.78257,-13.802854,0,WB
9.729703,-17.417162,0,Gujarat
9.205191,-2.3273861,1,Karnataka
-1.5178087,-1.3160628,0,Gujarat
-3.2712154,4.3165436,0,UP
-7.435472,-1.3610076,0,Maharashtra
-11.172932,-16.940098,0,WB
18.568329,15.722753,0,Gujarat
-9.500424,3.1376054,0,Karnataka
5.0665627,25.816269,0,AP
5.8760834,-15.024378,0,Maharashtra
3.135575,15.360206,0,Maharashtra
11.506133,-11.484662,0,AP
-1.4617845,-10.096817,0,Gujarat
-3.516429,-2.88066,0,Gujarat
1.7974321,0.03286082,0,Maharashtra
-4.0551205,-15.876447,0,WB
5.3255687,-6.0184336,0,Punjab
7.673332,3.739118,1,Gujarat
2.5089285,-19.519215,0,UP
4.20098,-12.216336,0,AP
-3.6016836,19.698402,0,Karnataka
-17.95749,-8.9596405,0,AP
-2.0476403,-15.327145,0,Gujarat
-18.555283,-21.306679,0,Gujarat
-6.9070535,-18.80544,0,WB
-3.4726505,24.12445,0,MP
1.0756674,14.1633005,0,Karnataka
10.128186,-16.664879,0,UP
2.0442507,-17.492355,1,UP
-12.077564,-8.000469,0,UP
-18.30616,-11.110066,0,UP
16.86424,32.883186,1,UP
-11.786011,-6.1332126,0,Gujarat
-8.237417,-18.002665,0,UP
13.267619,9.190806,0,MP
-2.6607769,-7.6267595,0,Gujarat
-13.59023,-10.172786,0,Punjab
1.7887224,4.145731,0,UP
14.767318,-6.172094,0,AP
-4.854601,-7.5525265,0,WB
-5.9203234,-2.4300635,0,Gujarat
-4.218299,19.171743,0,AP
-6.4690886,-22.136806,0,Punjab
8.618881,5.6380196,1,Punjab
-7.6535144,-5.2172656,0,MP
7.690169,-0.21764287,0,Karnataka
-9.155991,-24.14823,0,Maharashtra
-9.80615,-9.380661,0,UP
-11.254274,14.431853,0,Karnataka
10.914987,11.779111,0,MP
-2.4594858,3.3829334,1,UP
-8.338988,-2.5209599,0,Maharashtra
-4.2218184,2.4304569,1,AP
-2.917006,8.596556,0,Gujarat
-16.170927,0.6636633,0,Maharashtra
-0.3846615,-12.496485,0,UP
4.758142,-15.199273,0,WB
12.796126,2.6312644,0,Gujarat
19.438574,13.603212,1,MP
4.399784,16.986483,0,Maharashtra
8.464146,13.068837,0,Karnataka
17.185156,13.89883,0,AP
-8.174648,-18.184595,0,UP
0.59918004,-1.6493114,0,Karnataka
-5.4949875,-20.93524,0,UP
-13.388371,-17.99293,0,Punjab
17.51767,5.0473886,1,MP
17.172962,33.493584,1,AP
-12.632409,-23.107645,0,Punjab
10.722511,23.40669,0,Karnataka
-13.910033,-18.52958,0,UP
7.079368,-3.6522336,0,Maharashtra
-16.90642,-16.305492,0,WB
11.081849,21.507717,0,Karnataka
-1.3443753,-13.391015,0,WB
4.42665,21.693415,0,Karnataka
-0.21808757,-15.499217,0,UP
8.349144,-13.040081,0,WB
7.873073,-0.9157464,0,Maharashtra
7.4291635,-19.276772,1,Punjab
-18.855839,-21.028204,0,Punjab
-3.9376316,-12.821512,0,UP
6.8242984,-8.323655,0,Maharashtra
0.2332155,5.489883,0,UP
3.2492135,-13.150279,0,Punjab
11.482475,-11.247756,0,Karnataka
-7.6303477,-21.30128,0,Punjab
7.744832,9.187708,0,Maharashtra
-13.300805,-3.3840797,0,UP
8.532253,-15.924841,1,Karnataka
-2.7424529,-17.856531,0,WB
-19.477264,-16.904198,0,AP
0.43521148,-15.318001,0,WB
5.013753,-2.625198,0,Gujarat
-10.472483,-1.9350022,0,UP
10.772602,-9.856835,0,AP
15.203912,18.103107,0,Gujarat
-3.0767195,17.719042,0,Maharashtra
-8.544735,-9.674518,0,AP
-0.046727955,15.610978,0,AP
8.397435,-12.976901,1,Karnataka
-17.145962,-14.825387,0,Punjab
-10.196737,-4.6939287,0,WB
-8.86704,14.639527,0,UP
18.312603,13.225018,1,MP
12.042535,-12.374864,0,UP
11.498286,-5.4714894,0,Karnataka
-15.086073,-8.734209,0,Punjab
-4.4157357,-22.604763,0,Gujarat
17.384203,5.237493,0,Karnataka
-11.040188,6.470013,0,Gujarat
-12.946753,-23.095152,0,WB
-6.214197,10.858994,0,Gujarat
5.8579054,17.728027,0,Karnataka
-14.199895,-2.2777684,0,Punjab
-0.7481675,14.640905,1,Karnataka
4.0343714,23.551508,0,AP
13.498548,9.436539,0,Maharashtra
-16.363289,-9.455037,0,UP
-9.447651,-21.794498,0,Punjab
-0.26382494,4.6271224,0,WB
-6.8291225,-4.010407,0,MP
15.690697,31.473906,1,MP
-1.9714279,8.418172,0,Maharashtra
-8.944266,-6.5053053,0,UP
6.309,17.34094,0,MP
-10.096989,-2.583381,0,UP
-2.3301299,19.453428,0,AP
-4.7763186,-14.282266,0,Gujarat
-1.1957128,15.559624,0,Maharashtra
10.982646,15.066492,0,Maharashtra
10.542041,-2.3567364,0,Karnataka
-10.608744,-6.7556744,0,Punjab
-5.8733177,-11.941807,0,UP
10.338793,7.0462875,0,AP
-3.1363125,11.657619,0,UP
-0.61442065,-20.248281,0,WB
-8.911882,9.750469,0,UP
3.9495642,-14.102543,0,Karnataka
7.403035,-17.242487,0,UP
-0.6226614,24.379635,0,Karnataka
12.331653,6.049085,0,Karnataka
-2.8851423,-1.602487,0,Maharashtra
-18.496796,-6.3525543,0,Gujarat
-4.0126896,-0.30556473,0,Maharashtra
6.972167,12.15991,0,Maharashtra
-9.5115595,-7.4992037,0,UP
-16.310198,-16.710735,0,UP
-7.463962,-21.288933,0,Punjab
-2.6790366,-9.399147,0,UP
11.897795,1.8098497,1,UP
-3.8036,18.604376,0,Maharashtra
-0.4875257,-6.6053233,0,UP
11.516481,3.7244403,0,Maharashtra
-7.070843,16.837027,0,Maharashtra
16.082724,1.4307812,0,UP
0.5076011,11.586581,0,Maharashtra
-1.7769427,13.516609,0,AP
-5.4383483,-10.11545,0,WB
5.144136,19.717749,0,Karnataka
14.737924,11.705535,1,Gujarat
13.046185,12.620576,0,AP
4.9131594,2.9697223,0,WB
13.8451185,4.3237405,0,Gujarat
16.974104,32.27205,0,Punjab
-19.973635,-3.5990987,0,MP
3.452511,-16.241226,0,Punjab
6.8387046,18.45873,0,Karnataka
-11.500471,10.742962,1,WB
-8.957092,9.657139,0,WB
-6.023891,14.118883,0,Punjab
-0.55905837,-5.2421384,0,MP
-1.9289498,17.040253,0,MP
2.310392,6.5802436,0,Maharashtra
-1.9942992,2.9575791,0,WB
-5.358257,-6.107693,0,UP
9.759109,-17.395445,0,Punjab
-0.4902807,18.651987,0,MP
-5.8453045,-12.09158,0,Maharashtra
-6.027435,-2.6595228,0,Gujarat
-7.2167034,0.3634446,0,AP
-8.049757,7.6984844,0,AP
15.182316,20.542921,1,MP
-1.7100738,-18.616684,0,UP
-19.895878,-17.326937,0,AP
2.6042564,13.567905,0,Karnataka
15.558341,30.311575,1,MP
13.1438,23.530817,1,Maharashtra
16.720427,30.446545,0,UP
8.722312,5.46693,1,Punjab
12.856981,-8.281784,0,Maharashtra
-13.7021265,-20.596365,0,WB
10.265746,-10.590336,1,UP
3.1200068,19.456902,0,MP
-6.710998,-20.366581,0,Punjab
11.300082,-9.710999,0,AP
5.5261183,16.798082,0,Karnataka
-1.2314299,11.287407,0,AP
-17.745396,-21.95365,0,Punjab
12.268744,13.105452,1,Karnataka
-2.1347187,15.717733,0,AP
-0.118586004,-3.968172,0,MP
3.3653476,-1.6769384,0,Maharashtra
-8.2634735,17.20116,0,AP
-13.510713,-11.14427,0,UP
-2.8775427,11.009555,0,WB
8.533098,10.783545,0,Punjab
-11.383546,-16.88105,0,Punjab
13.56963,4.7478724,0,Punjab
15.749996,19.485388,0,MP
-3.1321821,12.789652,1,Gujarat
3.306336,-8.0269165,0,AP
-0.70926833,1.1473348,0,UP
-0.2179293,-17.780672,0,WB
-10.37665,-12.805122,0,Gujarat
-9.694147,-13.802687,0,Karnataka
1.5628929,-13.832279,0,UP
-8.631538,-9.278969,0,MP
6.8268723,-8.558548,0,Maharashtra
7.39086,17.253717,0,MP
4.819091,-19.741192,0,WB
0.74434686,9.066918,0,AP
-7.220624,-9.978616,0,UP
8.950842,14.373365,0,Maharashtra
-9.177545,-24.118063,0,Punjab
4.1507416,16.684269,0,Maharashtra
6.159538,-4.588704,0,MP
13.836338,13.610594,0,MP
9.11089,12.283721,0,Maharashtra
16.258879,31.906277,0,Maharashtra
13.570701,-12.164854,0,UP
3.4770901,-16.002874,0,UP
16.378136,20.160433,0,MP
-20.520905,-11.037722,0,UP
-15.048318,-11.343323,0,WB
3.3151124,-6.707,0,Gujarat
-12.379679,-8.416022,0,Gujarat
-14.485803,-0.7207108,0,MP
-5.867253,-0.7364615,0,Karnataka
-13.271242,-18.09217,0,UP
13.574672,-11.585744,0,UP
-21.012264,-15.063292,0,WB
-2.530902,4.356283,1,Punjab
12.078987,16.343714,0,Karnataka
9.139181,-11.548293,0,Punjab
3.57149,-1.2103093,0,MP
11.415708,-2.516347,0,Gujarat
11.653428,-4.7850103,1,Karnataka
-6.0136547,-25.652834,0,UP
-11.940343,-21.077204,0,Punjab
-1.1524918,-1.2342633,0,MP
15.995596,30.986359,0,Maharashtra
-3.5459986,-13.714785,0,Punjab
-6.737814,-15.034398,0,Punjab
2.0718677,4.2419972,0,UP
8.185481,18.983076,0,AP
-4.455539,14.707521,0,Gujarat
5.8001065,11.461847,0,MP
-20.194122,-13.305698,0,WB
0.89502865,-7.916887,0,AP
-17.084738,-12.694078,0,Maharashtra
-2.9218302,6.487935,0,WB
3.138314,12.035821,0,UP
6.0950665,5.0893044,0,Maharashtra
-5.5934477,7.8206196,0,UP
-3.6996925,-16.261808,0,WB
-17.201069,-9.45841,0,Gujarat
16.681074,34.049305,0,UP
14.050709,-7.0424724,0,Gujarat
16.689209,16.67338,0,Karnataka
9.607846,13.42731,0,Maharashtra
10.603924,6.716596,1,AP
3.539936,14.386795,0,Karnataka
-5.7927513,-25.803564,0,Punjab
1.6904012,13.151692,1,AP
2.6086826,4.4418073,0,UP
-7.551262,3.320277,0,Gujarat
11.315688,9.049028,0,UP
8.288986,-16.196354,1,UP
-15.376783,-4.118081,0,AP
10.034567,-6.034918,1,Maharashtra
-6.5263276,-11.52287,0,WB
7.314316,8.750139,0,Maharashtra
-10.938181,-8.617922,0,Punjab
6.8256326,17.797129,0,AP
-5.1928735,-5.5070167,0,UP
3.6843526,18.14407,1,Maharashtra
-7.8419437,-14.29093,1,UP
15.016052,18.333796,0,Maharashtra
-3.2933693,17.669897,0,MP
4.055853,-2.792801,0,Maharashtra
4.735509,18.255262,0,MP
-3.830559,-3.568217,0,Karnataka
-5.5169554,-1.5894065,0,Karnataka
5.992877,-19.206144,0,WB
-0.026882216,18.924911,0,MP
5.1726255,13.038908,0,Maharashtra
-3.9662871,-23.59469,0,Karnataka
13.0930605,-10.988206,0,MP
-4.12884,5.527388,0,Gujarat
1.9770472,-18.038103,0,WB
-3.4419532,-14.722949,0,WB
-12.242454,-21.41571,0,Punjab
-3.9674923,-20.336992,0,UP
11.106235,19.331957,0,Maharashtra
-7.783985,11.724889,0,Maharashtra
18.42231,12.296818,0,Maharashtra
-16.924007,-18.220488,0,UP
6.336673,16.836512,0,MP
0.56810075,-19.496946,0,WB
-9.084999,-9.938016,0,UP
9.92678,-5.379034,0,Karnataka
-9.114842,12.760503,0,UP
2.0710092,18.52672,0,Karnataka
16.090837,15.480245,1,AP
3.9815466,6.602965,0,AP
1.2384679,21.466824,0,AP
3.1050928,10.324434,0,UP
7.6072884,-7.457106,0,Maharashtra
16.688833,31.161566,0,Gujarat
-15.539899,-16.146696,0,WB
2.0391192,-18.62083,0,Punjab
-1.7764862,-20.612244,0,AP
6.112647,-12.201857,0,AP
7.609537,-0.14973249,0,UP
-15.984705,-4.5270886,0,WB
-4.7160783,-21.71257,0,Punjab
-11.494222,-9.9524555,0,Karnataka
-5.8304515,-12.182005,0,Punjab
4.662834,-21.206526,0,WB
-18.831558,-1.5685482,1,Gujarat
-20.127539,-7.5209355,0,Punjab
-12.1639,-16.030844,0,UP
-14.923101,-15.736875,0,WB
7.519773,19.102493,1,MP
-0.59385467,16.496462,1,AP
-7.314212,-23.335611,0,Punjab
12.408978,14.500251,1,Karnataka
1.8440496,-0.041932095,0,Karnataka
17.45312,32.865723,0,MP
-0.7503669,24.352373,1,Karnataka
11.461918,15.39515,0,Maharashtra
-18.32484,-5.069732,0,Gujarat
12.741904,11.9122095,1,AP
2.835306,-5.855709,0,Karnataka
11.954619,-3.3851545,0,Karnataka
15.440835,31.249762,0,AP
15.783136,19.465166,1,MP
-14.786725,-4.00996,0,UP
1.8590142,15.90093,0,MP
-20.911503,-15.045489,0,WB
-18.168375,-4.9557066,0,AP
-8.320951,-19.290997,0,WB
3.3038383,6.179852,0,UP
7.002811,-6.5663795,0,Punjab
9.163045,-10.118548,0,Punjab
13.345726,-10.981499,0,Maharashtra
12.459497,-15.406859,0,Punjab
-12.845814,-24.023186,1,Gujarat
-10.593034,-20.047556,0,Punjab
-7.4880457,11.359614,0,MP
-4.027166,2.4144075,0,Maharashtra
-7.91994,-21.799028,0,UP
-4.525309,5.8393087,0,Gujarat
9.414527,11.319297,1,Maharashtra
-9.802716,-3.203472,0,UP
-7.7701416,-13.3172,0,Punjab
9.130702,-8.48461,0,Gujarat
7.324056,-10.725671,0,UP
8.180512,-3.8852882,0,Gujarat
4.107726,-7.301683,0,Maharashtra
3.615852,12.707668,0,MP
11.49309,-14.53443,0,AP
-10.243706,2.1511784,0,Maharashtra
12.752064,-7.22359,0,Maharashtra
12.414243,-15.755579,0,Punjab
18.09322,32.03955,0,AP
13.652264,-1.8937916,1,Gujarat
17.478586,31.346802,0,Karnataka
-9.965145,-21.312225,0,Punjab
-12.453899,8.207799,0,MP
-4.458735,-9.42396,0,WB
-3.3737855,15.583625,0,AP
7.865649,1.9912813,0,Gujarat
-6.5127044,5.417017,0,UP
-15.044233,-14.180155,1,WB
-5.1658883,11.311798,0,AP
2.1308804,6.772217,0,UP
-3.432829,-18.174185,0,WB
9.533927,16.993462,1,Maharashtra
-8.966051,-18.17928,0,UP
-6.8174233,7.4784513,0,UP
19.581629,7.895872,0,MP
-8.846697,-23.298496,0,Punjab
9.501117,-10.937766,0,UP
19.616308,13.888117,0,AP
-4.2221937,19.091463,0,AP
1.0176489,-9.60171,0,UP
1.1643013,-13.745103,0,WB
15.970289,30.119526,0,Karnataka
-8.930279,-6.492589,0,UP
12.856212,15.907276,0,AP
-15.366464,-22.856632,0,WB
1.6434355,25.50284,0,UP
4.04886,1.4373316,0,Maharashtra
-3.9352133,-24.902016,0,Punjab
-8.122155,-16.413277,0,UP
-5.102437,-1.2509457,0,MP
13.898809,-16.716661,1,AP
-7.6887813,12.246089,0,UP
7.298096,-5.268638,1,Punjab
-15.188124,-20.57152,0,Punjab
12.679254,-9.924775,0,UP
0.6457965,16.679949,1,Karnataka
-2.1019418,-2.4002516,0,AP
10.3335705,-10.546672,0,AP
-5.7283196,9.199273,0,AP
14.215872,16.631832,0,MP
-17.887814,-14.40447,0,Punjab
-17.001797,-16.961092,0,WB
17.457191,33.26918,0,Punjab
8.404014,15.590992,0,Karnataka
12.851442,2.648715,0,Punjab
3.9622252,10.190537,0,Karnataka
-18.567108,-21.024921,0,Punjab
-10.871031,-11.446681,0,Punjab
4.231124,-12.08482,0,UP
5.7627697,10.337418,0,AP
14.121228,-3.458346,1,Maharashtra
-14.639446,-12.911515,0,WB
7.3687277,-18.12524,0,Gujarat
1.7196985,18.567333,1,Maharashtra
0.8298086,8.59635,0,Maharashtra
0.8370047,-22.304684,0,AP
-2.257575,-14.3550625,0,UP
12.408506,-15.98902,0,Punjab
-11.070627,-18.44421,0,Gujarat
-0.80059594,-20.712406,0,WB
10.517627,13.777062,0,MP
-8.951761,-5.414448,0,UP
8.746184,2.868875,0,Punjab
-11.03962,14.380501,0,Gujarat
6.7802734,21.569242,0,Karnataka
-3.9158819,-12.157415,0,AP
0.16594484,-5.662462,0,AP
3.8436408,16.47238,0,MP
-16.47311,-7.307455,0,Gujarat
-2.2649424,-1.8648936,0,Karnataka
12.904153,20.26047,0,MP
9.326725,-12.137104,0,UP
-3.5087745,-13.40831,0,Punjab
0.73839456,14.624467,1,MP
12.126812,-17.23101,0,Punjab
-0.38330758,-1.0448241,0,Gujarat
-1.2568737,-10.570018,0,UP
-14.67334,-5.8829794,0,Punjab
-14.404302,-13.001883,0,UP
-18.44712,-6.4285517,0,Punjab
1.3791965,-7.809681,0,Maharashtra
-10.323028,-6.875104,0,UP
18.118097,33.779457,0,Punjab
9.721562,8.721663,0,UP
10.884822,16.589075,0,Maharashtra
-3.1237748,-13.194137,0,Punjab
4.346295,11.23005,1,Karnataka
5.017277,-4.9834046,0,Punjab
-10.04413,-22.072876,0,Punjab
-1.073819,-17.104984,0,WB
-3.107842,12.9275055,1,UP
17.745726,8.845297,0,Gujarat
-13.946459,-5.456071,0,UP
5.6000586,-17.477324,0,WB
-8.430981,11.153483,0,WB
6.7825327,-3.238755,0,Maharashtra
1.9983289,-6.4425774,0,Maharashtra
0.15707222,6.25527,0,UP
3.1084318,24.109896,0,MP
-0.19075435,-1.8623986,0,Gujarat
6.3214893,20.979359,0,Maharashtra
-6.0039897,9.587082,1,AP
3.189411,13.840143,1,AP
1.388377,23.482605,0,Karnataka
5.1341877,-0.40958032,1,Karnataka
7.0870557,-14.7441025,0,AP
4.431298,4.863243,1,Karnataka
6.207741,13.812318,1,Maharashtra
-10.406714,-15.120956,0,UP
1.2083107,-3.2596807,1,Gujarat
-4.4946465,-22.616318,0,WB
4.163363,10.658454,0,AP
-12.379544,8.052207,0,Gujarat
16.095493,19.926805,0,AP
-10.855167,-18.12256,0,WB
9.756223,-4.4956236,0,MP
18.76873,11.8761425,0,MP
6.6257286,-6.123527,0,AP
-17.267519,-18.161032,0,WB
15.602765,-9.006518,0,Punjab
6.4450226,-14.678112,0,Gujarat
9.532979,-8.428862,0,Maharashtra
-9.484653,-7.489886,1,Karnataka
6.017865,15.288334,0,Karnataka
3.9856079,24.825558,0,Karnataka
6.3655686,25.121002,0,Karnataka
-5.9887834,8.074481,0,Punjab
2.446017,3.4714139,0,WB
13.475085,12.692666,0,Karnataka
4.1781254,-5.0557947,0,MP
2.6550286,-8.000079,1,AP
2.3981855,25.533558,0,Maharashtra
-17.478998,-11.3331585,0,AP
14.835928,10.766999,0,Maharashtra
-2.7433367,-0.56781465,0,AP
15.870087,29.832563,1,MP
-15.972364,-12.897434,0,WB
3.4926178,14.60861,0,AP
2.1606953,-18.483385,0,Maharashtra
1.4145919,-8.756233,0,AP
-15.187389,5.4509645,0,WB
6.7081165,15.399231,0,Karnataka
4.2224617,12.196452,0,Maharashtra
7.3389535,-5.514885,0,Punjab
-0.8922304,-15.115561,1,Punjab
2.98329,-10.41232,1,UP
-17.169237,-0.71853477,0,AP
11.043236,12.762955,0,Maharashtra
-11.78608,-0.1317599,0,Punjab
1.8371392,-11.6696415,0,Gujarat
-13.438205,-25.14027,0,Punjab
